,2B_0,2B_1,2B_2,2B_3,2B_4,2B_5,2B_6,2B_7,2B_8,2B_9,2B_10,2B_11,2B_12,2B_13,2B_14,2B_15,2B_16,2B_17,2B_18,2B_19,2B_20,2B_21,2B_22,2B_23,2B_24,2B_25,2B_26,2B_27,2B_28,2B_29,2B_30,2B_31,2B_32,2B_33,2B_34,2B_35,2B_36,2B_37,2B_38,2B_39,2B_40,2B_41,2B_42,2B_43,2B_44,2B_45,2B_46,2B_47,2B_48,2B_49,2B_50,2B_51,2B_52,2B_53,2B_54,2B_55,2B_56,2B_57,2B_58,2B_59,3B_0,3B_1,3B_2,3B_3,3B_4,3B_5,3B_6,3B_7,3B_8,3B_9,3B_10,3B_11,3B_12,3B_13,3B_14,3B_15,3B_16,3B_17,3B_18,3B_19,3B_20,3B_21,3B_22,3B_23,3B_24,3B_25,3B_26,3B_27,3B_28,3B_29,3B_30,3B_31,3B_32,3B_33,3B_34,3B_35,3B_36,3B_37,3B_38,3B_39,3B_40,3B_41,3B_42,3B_43,3B_44,3B_45,3B_46,3B_47,3B_48,3B_49,3B_50,3B_51,3B_52,3B_53,3B_54,3B_55,3B_56,3B_57,3B_58,3B_59,4B_0,4B_1,4B_2,4B_3,4B_4,4B_5,4B_6,4B_7,4B_8,4B_9,4B_10,4B_11,4B_12,4B_13,4B_14,4B_15,4B_16,4B_17,4B_18,4B_19,4B_20,4B_21,4B_22,4B_23,4B_24,4B_25,4B_26,4B_27,4B_28,4B_29,4B_30,4B_31,4B_32,4B_33,4B_34,4B_35,4B_36,4B_37,4B_38,4B_39,4B_40,4B_41,4B_42,4B_43,4B_44,4B_45,4B_46,4B_47,4B_48,4B_49,4B_50,4B_51,4B_52,4B_53,4B_54,4B_55,4B_56,4B_57,4B_58,4B_59
42,0.105096,0.0792968,0.0680794,0.0655633,0.0581682,0.0502849,0.0474795,0.0449895,0.0386994,0.0299766,0.0246688,0.0222381,0.0215145,0.0202646,0.0194581,0.0186001,0.0173396,0.0160221,0.0154511,0.0150075,0.0147002,0.0137932,0.012486,0.0112859,0.0107482,0.0104616,0.0102958,0.0104543,0.0107288,0.00997303,0.00857043,0.006946,0.00505155,0.00327599,0.00219848,0.0016032,0.0010822,0.000794498,0.000744118,0.000722674,0.00075559,0.000794487,0.00079863,0.000771081,0.000766743,0.000774977,0.000813165,0.000846153,0.000886839,0.000919857,0.000995782,0.0010724,0.00117016,0.0013002,0.0014429,0.00153617,0.00163867,0.00181541,0.00202964,0.0022808,0.00563677,0.0209871,0.0356568,0.0448107,0.0503124,0.0523742,0.0516628,0.0496317,0.0468323,0.043641,0.0403631,0.0375935,0.0352046,0.0322442,0.0284568,0.0240144,0.0197886,0.0162952,0.0138714,0.0124826,0.012386,0.0133034,0.0149059,0.0166761,0.018006,0.0185043,0.0183553,0.0178242,0.0171633,0.0165935,0.0161901,0.0158556,0.0153977,0.0150719,0.0150296,0.0149159,0.0145081,0.0134169,0.0119181,0.00980537,0.00768981,0.00568265,0.00405055,0.0028472,0.00193956,0.00138737,0.001032,0.000846969,0.000754225,0.000700078,0.000670457,0.00065025,0.000638225,0.000624443,0.00059245,0.000537784,0.000470164,0.000385734,0.000289992,0.000204905,0.000280108,0.00550805,0.0203082,0.0386134,0.0514438,0.0543252,0.0498226,0.0422443,0.0343915,0.0274237,0.0219231,0.0184426,0.0178868,0.0215122,0.0298398,0.0427851,0.0576578,0.0672113,0.0662588,0.0565789,0.044467,0.0348661,0.028794,0.0249143,0.0220834,0.0197324,0.017517,0.0152694,0.0129439,0.01069,0.0087563,0.00722648,0.00598746,0.00491165,0.00395235,0.00313315,0.00247793,0.00196525,0.00154251,0.00118212,0.000885569,0.000659211,0.000491267,0.000362514,0.000257576,0.000173094,0.00011225,7.33086e-05,4.86899e-05,3.13077e-05,1.83022e-05,9.54378e-06,4.44704e-06,1.87253e-06,7.16072e-07,2.47742e-07,7.05999e-08,1.49784e-08,1.54748e-09,0.0
43,0.104694,0.0801389,0.0682934,0.0647065,0.0575712,0.0510569,0.0477775,0.0440765,0.0380374,0.0302294,0.0251366,0.0224601,0.021108,0.020645,0.0197348,0.0186646,0.0177228,0.0164956,0.0153656,0.0145331,0.0140513,0.013328,0.012437,0.0114825,0.0107008,0.0102749,0.0104699,0.0105729,0.0104012,0.0100231,0.00865248,0.00699923,0.00504975,0.00347471,0.00250065,0.00166389,0.00118964,0.000961284,0.000833851,0.00076353,0.000812758,0.000806221,0.000730784,0.000725101,0.000745124,0.000755604,0.000781792,0.000821446,0.000882213,0.000947994,0.00101272,0.00110623,0.00120917,0.00129353,0.00140007,0.00153097,0.00171761,0.00193926,0.00215011,0.00228728,0.00548324,0.0209549,0.0354716,0.044709,0.050116,0.0522588,0.0516229,0.0495556,0.0469086,0.0436942,0.0404257,0.0376272,0.035111,0.0321102,0.0282908,0.0240593,0.020012,0.0166466,0.0142313,0.0129355,0.0128819,0.0137087,0.0150587,0.0165954,0.017744,0.0182038,0.01796,0.0174279,0.0169783,0.0165684,0.0162531,0.0158321,0.0155133,0.015328,0.0150678,0.0149156,0.0143743,0.0133077,0.0116438,0.00960329,0.00757067,0.00570302,0.00413368,0.00294949,0.00206398,0.00148948,0.00112018,0.000898855,0.000782132,0.000712367,0.000673969,0.000655794,0.000638852,0.000612605,0.000578456,0.00052905,0.000462475,0.00038287,0.000294755,0.000212437,0.000253044,0.00515919,0.0194361,0.0375571,0.0505979,0.0540421,0.0501129,0.0427896,0.0348929,0.0278067,0.0222679,0.019006,0.0188588,0.0229518,0.0318333,0.0448285,0.0579707,0.0658882,0.0642393,0.0548419,0.0436822,0.0349472,0.029046,0.0250354,0.0220483,0.0196063,0.0173664,0.0151239,0.0128507,0.0106781,0.00878724,0.00723471,0.00596456,0.00488416,0.00393966,0.00313531,0.00248115,0.00196044,0.0015386,0.00118823,0.000898305,0.000670466,0.000496273,0.000361085,0.000255781,0.00017504,0.000116024,7.57482e-05,4.92832e-05,3.16069e-05,1.91915e-05,1.04266e-05,4.95214e-06,2.09157e-06,8.10816e-07,3.00564e-07,9.25584e-08,1.74248e-08,1.50622e-09,0.0
44,0.106118,0.0783922,0.066882,0.066175,0.0591067,0.0504265,0.0469633,0.045066,0.0389682,0.030052,0.0239957,0.0225012,0.0223464,0.0217506,0.020516,0.0193427,0.0177447,0.0155845,0.0142998,0.0140628,0.0140089,0.0132436,0.0118945,0.0108413,0.0100652,0.00982206,0.010138,0.0104643,0.0105533,0.0103515,0.00924652,0.00718354,0.00524243,0.00333349,0.0021284,0.00160446,0.00116618,0.000942785,0.000883638,0.000906777,0.000886948,0.000827227,0.000777231,0.00077678,0.000778,0.000774311,0.000795379,0.000816355,0.000863779,0.000939219,0.00100295,0.00106524,0.00115876,0.0012693,0.00134127,0.00147686,0.00161472,0.00182236,0.00203932,0.00221698,0.00589627,0.0209615,0.0355797,0.0446243,0.0503203,0.0527387,0.051728,0.0494312,0.0468319,0.0439139,0.0405795,0.0375108,0.0350119,0.0322003,0.0284688,0.0241953,0.0199422,0.0164452,0.0139242,0.0125015,0.0124949,0.0135434,0.0150317,0.0165141,0.0175264,0.0179596,0.0176844,0.0170546,0.016674,0.0162622,0.0159484,0.0158439,0.0155998,0.0154211,0.0152713,0.0151579,0.0145129,0.013344,0.0119008,0.00986013,0.00780626,0.00588291,0.00422383,0.00303295,0.00210132,0.00149768,0.00113411,0.000901961,0.000789991,0.000712996,0.000676666,0.000653063,0.000635612,0.000620287,0.000597034,0.00055329,0.000490628,0.000402774,0.000309476,0.000222432,0.000341361,0.00591052,0.0203836,0.0381202,0.05055,0.0531898,0.0492346,0.0426108,0.0352732,0.0284063,0.0229049,0.0194284,0.0184842,0.0210551,0.0292779,0.0431537,0.0582422,0.0668797,0.0650636,0.0553042,0.0433632,0.034379,0.0289142,0.0252365,0.022374,0.0199032,0.0176085,0.0153384,0.0130177,0.0107872,0.00886605,0.00734761,0.00613899,0.00506733,0.00405977,0.00318082,0.00250385,0.0020018,0.00159695,0.00123556,0.000921073,0.000678085,0.000508372,0.000383777,0.000277251,0.000182906,0.000113818,7.37614e-05,5.12958e-05,3.52409e-05,2.11479e-05,1.05881e-05,4.62308e-06,1.9081e-06,8.0933e-07,3.72166e-07,1.5809e-07,5.99318e-08,1.97024e-08,3.56351e-09
45,0.107937,0.078289,0.0658492,0.0653377,0.059513,0.0508799,0.0475474,0.045608,0.0386973,0.0292098,0.0238839,0.0222904,0.0217642,0.0215237,0.0207691,0.0193247,0.0173766,0.0155091,0.0142638,0.0137987,0.0137452,0.0135243,0.0123842,0.0113332,0.0104955,0.0101087,0.0101407,0.010391,0.0109717,0.0106432,0.00918378,0.00730065,0.00530035,0.0030637,0.00198577,0.00142552,0.000928319,0.000805801,0.000803249,0.000749512,0.000781712,0.000789843,0.000802934,0.000778358,0.000752978,0.000754807,0.000770491,0.000794427,0.000853328,0.000938463,0.00100737,0.00110188,0.00123086,0.0013344,0.00138742,0.00147645,0.00161561,0.00179384,0.00201341,0.0022555,0.00608812,0.0211052,0.0356513,0.0448712,0.0507229,0.0529606,0.0516408,0.0490623,0.0466188,0.0439199,0.0405947,0.0374822,0.0351316,0.0324213,0.0288274,0.0242864,0.0199609,0.0163968,0.0138483,0.0122591,0.0120662,0.0131085,0.0149029,0.0167831,0.0182093,0.0185058,0.0179132,0.0170697,0.0164723,0.0162165,0.016061,0.0157145,0.0153781,0.0151968,0.0151173,0.0148054,0.0144816,0.0135708,0.0119544,0.00977405,0.00765421,0.0057332,0.00417707,0.00293358,0.00202877,0.00146175,0.0010931,0.000878846,0.000768458,0.000706662,0.000668519,0.000651368,0.000634401,0.0006153,0.000593932,0.000548427,0.000479313,0.000398762,0.00030505,0.000209566,0.000350653,0.00606322,0.0208139,0.0387926,0.0509635,0.0532054,0.0490679,0.0421998,0.0347709,0.0280594,0.0225932,0.0189764,0.0183352,0.0214259,0.0289935,0.0422093,0.0581823,0.0688663,0.0673616,0.0555532,0.0428881,0.0340837,0.0284948,0.0248682,0.0221694,0.01982,0.0175697,0.0153027,0.0129782,0.0107157,0.00877286,0.00724233,0.00601701,0.00494957,0.00396545,0.0031098,0.00244565,0.00194594,0.00154411,0.00119367,0.00089374,0.000659581,0.000492828,0.000368477,0.000263866,0.000173082,0.000107221,6.77592e-05,4.65625e-05,3.16238e-05,1.871e-05,9.20239e-06,3.85067e-06,1.50434e-06,5.93241e-07,2.0319e-07,7.71161e-08,3.31149e-08,8.60562e-09,1.24675e-09
46,0.105245,0.0787204,0.0678198,0.0661125,0.0587991,0.0500129,0.0474291,0.0455128,0.0401516,0.029558,0.0233994,0.0218079,0.0217749,0.0211506,0.0200446,0.0190894,0.0172532,0.0156484,0.0147747,0.0140447,0.0142794,0.0137743,0.0126186,0.0111857,0.0105373,0.0100536,0.0100653,0.0104381,0.0109672,0.010579,0.00963347,0.00727563,0.00489984,0.00294316,0.00182055,0.00138588,0.00104279,0.000832037,0.000802212,0.00079456,0.00077494,0.00079838,0.000763519,0.000735599,0.000737237,0.00075768,0.000758885,0.000804003,0.000887526,0.000965138,0.00106175,0.00112466,0.00120151,0.00124857,0.00134489,0.00148225,0.00163744,0.00184734,0.00211648,0.00225249,0.00585879,0.0213185,0.0358873,0.0447287,0.0502173,0.0526124,0.0515557,0.0494438,0.0468196,0.0437175,0.0402491,0.0372988,0.0352706,0.0327144,0.0287305,0.0241597,0.0198001,0.0161559,0.0134759,0.0119233,0.0120655,0.0135366,0.0153715,0.0171755,0.0183396,0.0183947,0.0178242,0.0171832,0.0168274,0.0165936,0.0160703,0.0155877,0.015262,0.0152518,0.015202,0.0150237,0.0148126,0.0136066,0.0117613,0.0096537,0.00753658,0.00569181,0.00402737,0.00286994,0.00203361,0.0014542,0.00109325,0.000879577,0.000780606,0.000720317,0.000679584,0.000657696,0.000646033,0.00062876,0.000594862,0.000546346,0.000477774,0.000388995,0.000298357,0.000205824,0.000359451,0.00621838,0.0212955,0.0393247,0.0515305,0.0534726,0.0489578,0.0419426,0.0344649,0.0276514,0.0220979,0.0186741,0.0175892,0.0194155,0.0272789,0.0427898,0.0600317,0.0704739,0.0673265,0.0552551,0.0431003,0.034287,0.028628,0.0249089,0.0220932,0.0197738,0.0176171,0.0153643,0.0130313,0.0107514,0.00880045,0.00725394,0.00600394,0.00490855,0.00391159,0.00307164,0.00243931,0.00196752,0.00157429,0.00121578,0.00090316,0.000662679,0.000491843,0.000367086,0.000261486,0.000169971,0.000105382,6.84791e-05,4.85091e-05,3.36255e-05,1.96027e-05,9.49766e-06,3.90971e-06,1.42817e-06,4.96233e-07,1.24051e-07,1.82755e-08,2.02428e-09,8.55329e-11,0.0
47,0.105194,0.0787712,0.0674494,0.0665312,0.0591977,0.0501288,0.0469659,0.04469,0.0394082,0.0295903,0.0244373,0.0222864,0.0219715,0.0212096,0.0202063,0.0187863,0.0172986,0.0156319,0.0147921,0.0139852,0.0139836,0.0138,0.0128509,0.0111492,0.0102486,0.0100838,0.0100883,0.0102277,0.0108135,0.0109515,0.00957444,0.00702635,0.00488077,0.00325029,0.00209225,0.00127996,0.00103141,0.000839577,0.000788885,0.000810469,0.000793222,0.000781043,0.000756735,0.000724842,0.000727843,0.000752418,0.000796953,0.000868499,0.000937763,0.000995763,0.00105271,0.00113322,0.00120865,0.00129199,0.00140009,0.00157489,0.00166879,0.00185807,0.00208712,0.00219401,0.00584579,0.0210423,0.0357332,0.0446186,0.0502948,0.0527343,0.0515891,0.0492892,0.0468076,0.0437938,0.0404276,0.0374577,0.0353269,0.032542,0.0287703,0.0243397,0.0199338,0.0162886,0.0136336,0.0122898,0.0123778,0.0135796,0.0151368,0.0167632,0.0178005,0.0179004,0.0175864,0.017394,0.0172046,0.0166799,0.0159484,0.0154989,0.0153502,0.0152742,0.0151193,0.0149636,0.0144886,0.0132934,0.0115886,0.00967305,0.00775416,0.00592305,0.00432628,0.00302369,0.00213,0.00151627,0.00113062,0.000900591,0.000770386,0.000711839,0.000673965,0.000654094,0.000637623,0.000620737,0.000595261,0.000544371,0.000474003,0.000391664,0.000297581,0.000212875,0.000343468,0.00586155,0.0202854,0.0380318,0.0507065,0.0533649,0.0492657,0.0424575,0.0350715,0.0283892,0.0231928,0.0198485,0.0185878,0.0206787,0.0289249,0.0431638,0.0585338,0.0673889,0.0644017,0.0546014,0.0443285,0.0354662,0.0290243,0.0249604,0.022169,0.01983,0.0175966,0.0153026,0.0129646,0.010733,0.00881132,0.00727469,0.00602551,0.00493394,0.00395945,0.00313915,0.00248693,0.00197703,0.00155792,0.00119828,0.000897516,0.000665775,0.000498202,0.000371242,0.000262332,0.000171046,0.000107605,7.12529e-05,4.95217e-05,3.23078e-05,1.83556e-05,9.17656e-06,4.16489e-06,1.76655e-06,6.01896e-07,1.59139e-07,4.74538e-08,1.22415e-08,1.91909e-09,1.16308e-10
48,0.109684,0.0784452,0.0644291,0.0649786,0.058571,0.0507276,0.0483957,0.0465669,0.0394497,0.0290295,0.0231109,0.0214799,0.0215884,0.0215281,0.0209496,0.0191027,0.0172138,0.015581,0.0146657,0.0140469,0.0140816,0.0139009,0.0125595,0.0111032,0.0104914,0.00973911,0.00976209,0.0103388,0.0106252,0.0102885,0.00938563,0.0075716,0.00517877,0.00318372,0.00212184,0.00153248,0.000976049,0.000835173,0.000787372,0.000746255,0.000714607,0.000744111,0.000724391,0.00071668,0.000713561,0.000748287,0.00077707,0.000812334,0.00086675,0.000946077,0.00103001,0.00108766,0.00116127,0.00126912,0.00137321,0.001476,0.00161052,0.00176085,0.00193396,0.00220661,0.00636804,0.0210594,0.0353156,0.0445573,0.0507475,0.0531561,0.0517305,0.04921,0.0468511,0.0439348,0.0404104,0.0372539,0.0349819,0.0325173,0.0288215,0.0244139,0.0199926,0.0162857,0.0135562,0.0118997,0.0118042,0.0131799,0.0150691,0.0169218,0.0179441,0.0179186,0.0175103,0.0171636,0.0169171,0.0165884,0.0160371,0.0155924,0.0152766,0.0150597,0.0150797,0.015007,0.0148367,0.0136757,0.0119136,0.00989861,0.00779879,0.00599651,0.00428343,0.00300439,0.0020845,0.00146532,0.00109856,0.000879763,0.00075706,0.000703073,0.000668807,0.000643773,0.000634952,0.000619481,0.00059199,0.000556147,0.000484652,0.0003955,0.000312668,0.000219773,0.00037764,0.00624844,0.0209994,0.0388171,0.0511671,0.0534303,0.0491204,0.0422072,0.0345231,0.0274741,0.022066,0.0187796,0.0178572,0.0199388,0.0273846,0.042273,0.0601738,0.0701313,0.0661851,0.0548218,0.0435769,0.0348426,0.0287886,0.0249192,0.0221484,0.0197814,0.0175807,0.0153558,0.0130492,0.0108076,0.00890695,0.00739593,0.00615693,0.00505272,0.00403896,0.00317969,0.00250894,0.00198817,0.00155758,0.0011897,0.000890075,0.000666622,0.000507416,0.000384751,0.000275974,0.000180151,0.000110296,6.96308e-05,4.70427e-05,3.14598e-05,1.83027e-05,8.9971e-06,4.06493e-06,1.81926e-06,7.94035e-07,3.13021e-07,1.10966e-07,5.04011e-08,1.98774e-08,5.27491e-09
49,0.105637,0.0784323,0.0674499,0.0665622,0.0590964,0.0499807,0.0470415,0.0446019,0.0391828,0.0297822,0.0242878,0.0225814,0.0220899,0.0213771,0.0203671,0.0187308,0.0171966,0.0159543,0.0145303,0.0139847,0.0141157,0.0132976,0.0123533,0.0111155,0.0107843,0.0103906,0.0102689,0.0102854,0.0105168,0.0102414,0.00933809,0.00746813,0.00511005,0.00316997,0.00208428,0.0014489,0.00127274,0.000943224,0.000815609,0.000740332,0.000733145,0.000717975,0.000718466,0.000742376,0.000747416,0.000776508,0.000799366,0.000842933,0.000910544,0.000940096,0.000964487,0.00102883,0.00112741,0.00124889,0.00136971,0.00146962,0.00160533,0.00175739,0.00198036,0.00226769,0.00579692,0.0208855,0.0356919,0.0449278,0.0505445,0.0527256,0.0516009,0.0492986,0.0466405,0.0438633,0.0408108,0.0376639,0.0350785,0.0323075,0.0284629,0.0240236,0.0197804,0.0163214,0.0138679,0.0124763,0.0123781,0.0133651,0.0148305,0.0163379,0.0175553,0.0180503,0.0179472,0.0175188,0.0169273,0.016371,0.0159964,0.0157293,0.0154691,0.0153024,0.0152358,0.0150489,0.0143799,0.0133984,0.0118262,0.00996016,0.00790355,0.0059858,0.00432311,0.00303795,0.00206891,0.00145893,0.00107299,0.000861032,0.000748051,0.000691898,0.000663908,0.000647551,0.00063386,0.000616858,0.000593131,0.000547235,0.000476293,0.000397313,0.000309356,0.000220195,0.000314616,0.00572209,0.0204664,0.0387658,0.0515082,0.0539893,0.0493335,0.0421173,0.0345794,0.0277455,0.0222478,0.0184389,0.0173668,0.0207492,0.0295821,0.0433114,0.0580114,0.0663567,0.0653531,0.0564095,0.0449837,0.035379,0.0289374,0.0248539,0.0221131,0.0198327,0.0175919,0.0152969,0.0129894,0.0107751,0.00884932,0.00730985,0.00605522,0.00497128,0.00400572,0.0031706,0.00250478,0.00199135,0.00157311,0.00121509,0.000916184,0.000679297,0.000504982,0.000375166,0.00026726,0.000177752,0.00011331,7.42349e-05,5.09682e-05,3.40597e-05,2.00804e-05,1.03744e-05,4.79962e-06,2.04287e-06,7.79908e-07,2.22646e-07,4.15644e-08,4.23128e-09,2.01489e-10,0.0
50,0.22916,0.141165,0.0828947,0.0435213,0.0215539,0.0147995,0.0117544,0.00971178,0.00917293,0.0115163,0.0120677,0.0135464,0.0168296,0.0176817,0.0255013,0.0325689,0.0398246,0.0435088,0.0446491,0.045589,0.0416667,0.0257895,0.0178195,0.0158897,0.0140852,0.00929825,0.00423559,0.00253133,0.00129073,0.00037594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0819375,0.116938,0.0909176,0.0669166,0.0436824,0.0278777,0.0197921,0.0215472,0.0289086,0.0345148,0.0400869,0.0400954,0.0487859,0.061566,0.0705035,0.0794155,0.0652211,0.036108,0.0175684,0.00669677,0.000920167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.114335,0.0932757,0.0735539,0.0549125,0.0450858,0.0390492,0.034779,0.0277992,0.0168579,0.0110442,0.00860901,0.00806023,0.00999811,0.00613949,0.00404726,0.00478469,0.00488759,0.00540207,0.00704841,0.00912349,0.00864331,0.0110614,0.0132908,0.0170294,0.0191388,0.0216769,0.0201506,0.0135137,0.0117817,0.0058308,0.00324124,0.000960368,0.000531632,0.000634529,0.000685977,0.000720276,0.000171494,0.000222942,0.00030869,0.000377287,0.000428736,0.000634529,0.000840322,0.000754575,0.00147485,0.00231517,0.00349848,0.00456175,0.00459605,0.00577936,0.00516198,0.00584795,0.00499048,0.00397867,0.00293255,0.00114901,0.000857471,0.000754575,0.00116616,0.00137195,0.0120684,0.0408206,0.0467652,0.0440169,0.0357348,0.0276917,0.0220981,0.0202908,0.0171019,0.0155038,0.0185731,0.021777,0.0232407,0.0264669,0.0234274,0.0171393,0.0123373,0.00802073,0.00483186,0.00506337,0.00566828,0.00598941,0.00466009,0.00460035,0.00554132,0.00896918,0.016975,0.0302532,0.039663,0.042471,0.0388117,0.0231884,0.0166837,0.0149511,0.0143163,0.0128003,0.0120311,0.0164522,0.0164746,0.0218516,0.0283788,0.0256977,0.0227702,0.0219562,0.019783,0.0141595,0.00880488,0.00533969,0.0036743,0.0034876,0.00448086,0.00560854,0.00611637,0.00521273,0.00445845,0.0031366,0.00252422,0.00219562,0.00240473,0.00304698,0.00578302,0.0181587,0.031691,0.0346981,0.0377053,0.0294934,0.0267176,0.0210502,0.0171177,0.0218598,0.017696,0.0138793,0.0141106,0.0160768,0.0135323,0.0116817,0.0109877,0.0130696,0.0160768,0.0331945,0.0563266,0.0662734,0.0545917,0.0442979,0.0284525,0.0335415,0.0254453,0.0217442,0.0185057,0.0191996,0.0189683,0.0220911,0.0201249,0.0239417,0.0223225,0.0143419,0.0167708,0.018043,0.0197779,0.0100625,0.00451076,0.00855887,0.00809623,0.00451076,0.00427944,0.00358547,0.00254453,0.00185057,0.00161925,0.000925283,0.00011566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.093732,0.0811471,0.0690684,0.0554188,0.0479482,0.0438987,0.0344731,0.0284338,0.01735,0.00942556,0.0060568,0.00523642,0.00499206,0.00431132,0.00448587,0.00396223,0.00432878,0.00593461,0.00757536,0.0114329,0.0128816,0.0137543,0.0165995,0.0176642,0.0180133,0.0210504,0.0202824,0.0189908,0.0146445,0.00764518,0.0060568,0.0035084,0.000418914,0.00033164,0.000139638,0.000104728,0.000261821,0.000244366,0.000279276,0.000523642,0.000593461,0.000750554,0.00167566,0.00209457,0.00263567,0.00315931,0.00422405,0.00511424,0.0062488,0.0066328,0.00668517,0.00481751,0.00462551,0.0040495,0.00279276,0.00221675,0.00172802,0.00134402,0.00151856,0.00158838,0.00923097,0.0350968,0.0512032,0.0480901,0.0331805,0.0208556,0.0153743,0.0121658,0.0119684,0.0130125,0.0162656,0.0249554,0.0276229,0.0307041,0.0266552,0.0210148,0.0138783,0.0103705,0.00665903,0.00588235,0.00433537,0.00357143,0.00285842,0.00325949,0.00582506,0.00903361,0.0163165,0.0236376,0.0331169,0.0373886,0.0395149,0.0319328,0.0251528,0.0159409,0.0108862,0.00925643,0.00875987,0.0103323,0.0146613,0.0210784,0.0242997,0.0292017,0.0302266,0.027451,0.0229055,0.016934,0.0131143,0.00841609,0.00683728,0.00552585,0.00477464,0.00453272,0.00448179,0.00367965,0.0039916,0.00371785,0.00339318,0.00337408,0.00306213,0.00282022,0.00874289,0.0396401,0.0441389,0.0345472,0.0305577,0.0260589,0.020202,0.0112894,0.0162125,0.0190137,0.011544,0.00585689,0.0157881,0.0124777,0.00585689,0.00415924,0.00492318,0.00475342,0.0174009,0.0291996,0.0452423,0.0660385,0.0750361,0.0548341,0.0423563,0.0197776,0.018759,0.0121382,0.0152788,0.0208811,0.024531,0.0229183,0.0175707,0.01443,0.0200323,0.0210508,0.0235973,0.0258891,0.0266531,0.0186741,0.0117987,0.0118835,0.0077243,0.00373483,0.00449877,0.004329,0.00263136,0.00331042,0.000848824,0.00101859,0.000169765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.097572,0.0660139,0.0533068,0.0450856,0.038767,0.037807,0.0359917,0.0327451,0.0253792,0.0146969,0.00792446,0.00661535,0.00488733,0.0038575,0.00406696,0.00502697,0.0069819,0.00815137,0.0114503,0.0120612,0.0128467,0.012742,0.0134751,0.0159013,0.01831,0.0172278,0.0232846,0.0235814,0.0133703,0.0102634,0.00818628,0.0060568,0.00225166,0.00167566,0.000680735,0.000593461,0.00143129,0.00137893,0.0011171,0.00129165,0.00130911,0.00150111,0.00186766,0.00288003,0.0036655,0.00530624,0.00582989,0.00696444,0.00654553,0.00633607,0.00612662,0.00591716,0.00502697,0.00317676,0.00226912,0.00123929,0.00118692,0.00115201,0.000837828,0.00102983,0.00763373,0.0267638,0.0430137,0.0435568,0.0352457,0.0246891,0.01769,0.0134368,0.0113194,0.015597,0.0197952,0.0275327,0.0258729,0.0247257,0.0242864,0.0213696,0.0182392,0.0144498,0.0111851,0.00856125,0.00618753,0.00626075,0.00764593,0.00737134,0.00918976,0.0158716,0.0229805,0.0346538,0.0427086,0.0439168,0.0408902,0.0280575,0.0206739,0.0153712,0.0109167,0.00881753,0.00876872,0.0103797,0.0147061,0.0196122,0.0225045,0.0230964,0.0213635,0.0187457,0.0174215,0.013449,0.0095986,0.00736524,0.00547358,0.00500372,0.00526001,0.00544307,0.00513797,0.00444233,0.00381991,0.00314868,0.00245915,0.00220896,0.00226998,0.0023127,0.00369406,0.0158655,0.0331044,0.0345252,0.0313521,0.024627,0.0191807,0.0261899,0.0268529,0.0218328,0.0206015,0.0196069,0.0199384,0.013829,0.0154866,0.0214066,0.0215487,0.0278001,0.0372721,0.0520483,0.0624201,0.0606204,0.0467914,0.0400189,0.0291736,0.0217855,0.0222117,0.0216434,0.0194648,0.018565,0.0220696,0.0214066,0.0187544,0.016718,0.0159129,0.0179493,0.0133554,0.0146815,0.00970874,0.00596732,0.00568316,0.00412029,0.00265214,0.000426237,0.00113663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
